location_name,address,province,city,latitude,longitude,type,category
Jakarta Utara - CIMB Niaga Pluit,Jl. Pluit Sakti Raya No.113-115,DKI JAKARTA,JAKARTA UTARA,-6.122399,106.78847,ATM (Tarik Tunai),ATM
Jakarta Selatan - CIMB Niaga Pondok Indah Icon,"Jl. Metro Pondok Indah, Sektor 3",DKI JAKARTA,JAKARTA SELATAN,-6.272506315,106.783488,ATM (Tarik Tunai),ATM
Jakarta Timur - CIMB Niaga Pulo Gadung,"Jl. Rawa Terate II, Gd. Poliklinik PT GIEP, Kawasan Industri Pulogadung",DKI JAKARTA,JAKARTA TIMUR,-6.193981263,106.9121308,ATM (Tarik Tunai),ATM
Jakarta Barat - CIMB Niaga Puri Indah,Komp Sentra Niaga Puri Indah Blok T1 No.26-27 Puri Indah,DKI JAKARTA,JAKARTA BARAT,-6.187441576,106.7352424,ATM (Tarik Tunai),ATM
Jakarta Timur - CIMB Niaga Rawamangun Pratama,Jl. Pemuda No.296,DKI JAKARTA,JAKARTA TIMUR,-6.193257688,106.8932351,ATM (Tarik Tunai),ATM
Jakarta Pusat - CIMB Niaga Roxy Mas,Jl. KH. Hasyim Ashari BI/4 ,DKI JAKARTA,JAKARTA PUSAT,-6.166358,106.802879,ATM (Tarik Tunai),ATM
Jakarta Barat - CIMB Niaga Sawah Besar,Jl. S. Wiryopranoto No.9,DKI JAKARTA,JAKARTA BARAT,-6.161820255,106.8275597,ATM (Tarik Tunai),ATM
Jakarta Pusat - CIMB Niaga Senayan City,Jl. Asia Afrika,DKI JAKARTA,JAKARTA PUSAT,-6.227805,106.797462,ATM (Tarik Tunai),ATM
Jakarta Pusat - CIMB Niaga Sentral Senayan II,"Jl. Asia Afrika No. 8, Gelora Bung Karno",DKI JAKARTA,JAKARTA PUSAT,-6.224798,106.7988,ATM (Tarik Tunai),ATM
Jakarta Selatan - CIMB Niaga Setiabudi,"Jl. HR Rasuna Said kav. 62, Setiabudi building II ",DKI JAKARTA,JAKARTA SELATAN,-6.216159,106.830035,ATM (Tarik Tunai),ATM
Jakarta Selatan - CIMB Niaga South Quarter,"Jl. R.A.Kartini No.Kav 8, RT.10/RW.4",DKI JAKARTA,JAKARTA SELATAN,-6.29457,106.785297,ATM (Tarik Tunai),ATM
Jakarta Utara - CIMB Niaga Sunter,Jl. Sunter Paradise Blok F 20 No. 1-2,DKI JAKARTA,JAKARTA UTARA,-6.139783,106.870153,ATM (Tarik Tunai),ATM
Jakarta Selatan - CIMB Niaga Supomo Tebet,Jl. Prof Dr Soepomo 47,DKI JAKARTA,JAKARTA SELATAN,-6.236648,106.844307,ATM (Tarik Tunai),ATM
Jakarta Pusat - CIMB Niaga Suryopranoto,Jl. Suryopranoto No.1 - 9 A/18 Delta Bld.,DKI JAKARTA,JAKARTA PUSAT,-6.16969,106.818257,ATM (Tarik Tunai),ATM
Jakarta Selatan - CIMB Niaga Syariah Menara Sudirman,Jl. Jend. Sudirman Kav 60,DKI JAKARTA,JAKARTA SELATAN,-6.225717273,106.8046549,ATM (Tarik Tunai),ATM
Jakarta Pusat - CIMB Niaga Tanah Abang Blok A,Gedung Pasar Tanah Abang Blok A Los F No.086 dan 087,DKI JAKARTA,JAKARTA PUSAT,-6.1871841,106.8154574,ATM (Tarik Tunai),ATM
Jakarta Utara - CIMB Niaga Tanjung Priok,Jl. Enggano Blok C Kav.11-I,DKI JAKARTA,JAKARTA UTARA,-6.11,106.8885,ATM (Tarik Tunai),ATM
Jakarta Utara - CIMB Niaga Teluk Gong,"Jl. Kapuk Muara Blok D No. 3, Komp. Duta Harapan Indah",DKI JAKARTA,JAKARTA UTARA,-6.138331,106.774835,ATM (Tarik Tunai),ATM
Jakarta Selatan - CIMB Niaga Tempo Scan,Jl. HR Rasuna Said Kav. 3-4,DKI JAKARTA,JAKARTA SELATAN,-6.227657,106.832759,ATM (Tarik Tunai),ATM
Jakarta Barat - CIMB Niaga Tomang Raya,Jl. Tomang Raya No. 48A,DKI JAKARTA,JAKARTA BARAT,-6.176374,106.800996,ATM (Tarik Tunai),ATM
Jakarta Barat - CIMB Niaga Tomang Tol,Jl. Taman Kedoya Baru No.8,DKI JAKARTA,JAKARTA BARAT,-6.189633333,106.7627723,ATM (Tarik Tunai),ATM
Jakarta Pusat - CIMB Niaga Wahid Hasyim,Jl. Wahid Hasyim No. 177 A-B,DKI JAKARTA,JAKARTA PUSAT,-6.187459,106.816248,ATM (Tarik Tunai),ATM
Jakarta Selatan - CIMB Niaga Warung Buncit,Jl. Mampang Prapatan 101 ,DKI JAKARTA,JAKARTA SELATAN,-6.25182,106.826949,ATM (Tarik Tunai),ATM
Jakarta Selatan - CIMB Niaga Wisma Metropolitan,Jl. Jend. Sudirman Kav. 29-30,DKI JAKARTA,JAKARTA SELATAN,-6.214098,106.81976,ATM (Tarik Tunai),ATM
Jakarta Selatan - CIMB Niaga Wisma Pondok Indah,Jl. Sultan Iskandar Muda Blok V TA,DKI JAKARTA,JAKARTA SELATAN,-6.262702361,106.7825603,ATM (Tarik Tunai),ATM
Jakarta Selatan - Circle K Gandaria I,Jl. Gandaria  Tengah  II No.2  Kebayoran Baru,DKI JAKARTA,JAKARTA SELATAN,-6.243836,106.791614,ATM (Tarik Tunai),ATM
Jakarta Selatan - Commercial 1 Park Residences,Jl. KH. M. Syafi'I Hadzami No.1,DKI JAKARTA,JAKARTA SELATAN,-6.245708,106.788238,ATM (Tarik Tunai),ATM
Jakarta Timur - DAN+DAN Curug Raya (CGA),"Jl. Curug Raya Permata timur, Blok A No 25. Rt.007/RW.008 ",DKI JAKARTA,JAKARTA TIMUR,-6.252463,106.924983,ATM (Tarik Tunai),ATM
Jakarta Pusat - Deutche Bank Building,Jl. Imam Bonjol 80,DKI JAKARTA,JAKARTA PUSAT,-6.195627,106.824392,ATM (Tarik Tunai),ATM
Jakarta Barat - Digital Lounge Central Park,Jl. S. Parman Kav. 28,DKI JAKARTA,JAKARTA BARAT,-6.177287703,106.79068,ATM (Tarik Tunai),ATM
Jakarta Pusat - Digital Lounge City Walk,Jl. KH Mas Mansyur No.24 Kav 121,DKI JAKARTA,JAKARTA PUSAT,-6.208979839,106.8180837,ATM (Tarik Tunai),ATM
Jakarta Selatan - Digital Lounge Gandaria City,Jl. Sultan Iskandar Muda,DKI JAKARTA,JAKARTA SELATAN,-6.244572,106.782891,ATM (Tarik Tunai),ATM
Jakarta Pusat - Digital Lounge Grand Indonesia,Jl. M.H. Thamrin,DKI JAKARTA,JAKARTA PUSAT,-6.194784,106.820086,ATM (Tarik Tunai),ATM
Jakarta Selatan - Digital Lounge Kota Kasablanka,Jl. Prof Dr Satrio,DKI JAKARTA,JAKARTA SELATAN,-6.223582381,106.8426955,ATM (Tarik Tunai),ATM
Jakarta Utara - Digital Lounge Mall Artha Gading,Jl. Boulevar Artha Gading Selatan No. 1,DKI JAKARTA,JAKARTA UTARA,-6.145547,106.892068,ATM (Tarik Tunai),ATM
Jakarta Utara - Digital Lounge Mall Emporium,"Jl. Pluit Selatan Raya, RT.022, RW.008",DKI JAKARTA,JAKARTA UTARA,-6.127434,106.790947,ATM (Tarik Tunai),ATM
Jakarta Barat - Digital Lounge Mall Lippo Puri,Jl. Puri Indah Boulevar Blok U1,DKI JAKARTA,JAKARTA BARAT,-6.190603,106.738839,ATM (Tarik Tunai),ATM
Jakarta Selatan - Digital Lounge Pacific Place,Jl. Jend Sudirman kav 52-53,DKI JAKARTA,JAKARTA SELATAN,-6.224521,106.810087,ATM (Tarik Tunai),ATM
Jakarta Selatan - Digital Lounge PIM II,Jl. Metro Pondok Indah,DKI JAKARTA,JAKARTA SELATAN,-6.265394591,106.7830904,ATM (Tarik Tunai),ATM
Jakarta Selatan - Digital Lounge Universitas Atmajaya,Universitas Atmajaya Jl. Jendral Sudirman Kav.51,DKI JAKARTA,JAKARTA SELATAN,-6.218836,106.815401,ATM (Tarik Tunai),ATM
Jakarta Utara - Domino's Pizza Teluk Gong,Jl. Raya Teluk Gong No.35 RT.002 RW.009,DKI JAKARTA,JAKARTA UTARA,-6.138036,106.782227,ATM (Tarik Tunai),ATM
Jakarta Timur - Don Bosco,Jl. Pulomas Barat V,DKI JAKARTA,JAKARTA TIMUR,-6.17491105,106.8823308,ATM (Tarik Tunai),ATM
Jakarta Utara - Dunkin Donuts Muara Karang,Jl. Muara Karang Raya blok 26 S / 24,DKI JAKARTA,JAKARTA UTARA,-6.116126,106.778063,ATM (Tarik Tunai),ATM
Jakarta Utara - Dunkin Donuts Pejagalan,Jl. Bandengan Selatan I no.1,DKI JAKARTA,JAKARTA UTARA,-6.136176,106.8060281,ATM (Tarik Tunai),ATM
Jakarta Timur - Dunkin Donuts Raden Inten,Jl. Radin Inten II Buaran,DKI JAKARTA,JAKARTA TIMUR,-6.220548,106.92296,ATM (Tarik Tunai),ATM
Jakarta Selatan - Epi Walk,"Jl. HR Rasuna Said, Kawasan Rasuna Epicentrum ",DKI JAKARTA,JAKARTA SELATAN,-6.217964,106.835101,ATM (Tarik Tunai),ATM
Jakarta Selatan - Equity Tower,Jl. Jendral Sudirman,DKI JAKARTA,JAKARTA SELATAN,-6.22637,106.8085075,ATM (Tarik Tunai),ATM
Jakarta Pusat - FX Plaza,Jl. Jend. Sudirman No.4 - Pintu Senayan,DKI JAKARTA,JAKARTA PUSAT,-6.224798,106.804108,ATM (Tarik Tunai),ATM
Jakarta Selatan - Gedung Bulungan,Jl. Bulungan I/64 Keb  Lama,DKI JAKARTA,JAKARTA SELATAN,-6.2440059,106.7969823,ATM (Tarik Tunai),ATM
Jakarta Selatan - Gedung HS House,Jl. Pancoran Timur Raya No. 35,DKI JAKARTA,JAKARTA SELATAN,-6.249345,106.848628,ATM (Tarik Tunai),ATM
Jakarta Pusat - Gedung ILP KS Tubun,Jl. Ks. Tubun No. 19,DKI JAKARTA,JAKARTA PUSAT,-6.199251173,106.8026354,ATM (Tarik Tunai),ATM
Jakarta Selatan - Gedung ILP Pancoran,Jl. Raya Pasar Minggu No. 39 A,DKI JAKARTA,JAKARTA SELATAN,-6.251,106.842817,ATM (Tarik Tunai),ATM
Jakarta Selatan - Gedung Mega Plaza,Jl. Rasuna Said Kav. C-3,DKI JAKARTA,JAKARTA SELATAN,-6.212701,106.830907,ATM (Tarik Tunai),ATM
Jakarta Selatan - Gedung Menara Prima 2,"Jl. Lingkar Mega Kuningan, Kawasan Mega Kuningan, Kuningan Timur, Setiabudi",DKI JAKARTA,JAKARTA SELATAN,-6.230158,106.826156,ATM (Tarik Tunai),ATM
Jakarta Pusat - Gedung Metro Pasar Baru,Jl. H. Samanhudi,DKI JAKARTA,JAKARTA PUSAT,-6.161408,106.83349,ATM (Tarik Tunai),ATM
Jakarta Selatan - Giant Point Square,Jl. Lebak Bulus Raya,DKI JAKARTA,JAKARTA SELATAN,-6.289428,106.777815,ATM (Tarik Tunai),ATM
Jakarta Barat - Grand Paragon Mall,Jl. Gajah Mada No. 126,DKI JAKARTA,JAKARTA BARAT,-6.151931,106.816956,ATM (Tarik Tunai),ATM
Jakarta Selatan - Grandlucky Store,Jl. Jend. Sudirman,DKI JAKARTA,JAKARTA SELATAN,-6.2272267,106.8057439,ATM (Tarik Tunai),ATM
Jakarta Utara - Green Bay Pluit (slot 5),"Jl. Pluit Karang Ayu B1 Utara, Jakarta",DKI JAKARTA,JAKARTA UTARA,-6.108979,106.779041,ATM (Tarik Tunai),ATM
Jakarta Pusat - Harmoni Exchange (HXC),Jl. Hayam Wuruk No.6,DKI JAKARTA,JAKARTA PUSAT,-6.164827033,106.8206427,ATM (Tarik Tunai),ATM
Jakarta Selatan - Highscope Tb Simatupang,Jl. T.B Simatupang No.8 RT.01 RW.02 Cilandak Barat,DKI JAKARTA,JAKARTA SELATAN,-6.293826,106.804373,ATM (Tarik Tunai),ATM
Jakarta Pusat - Hotel Grand Mercure Kemayoran,"Jl. H. Benyamin Sueb Kav.B-6, Superblok Mega Kemayoran",DKI JAKARTA,JAKARTA PUSAT,-6.1539508,106.8497079,ATM (Tarik Tunai),ATM
Jakarta Selatan - Hotel Kuretakeso Kemang,"Jl. Bangka Raya No.7 A, RT.2/RW.7",DKI JAKARTA,JAKARTA SELATAN,-6.254014,106.814356,ATM (Tarik Tunai),ATM
Jakarta Barat - Hypermart Daan Mogot,Jl. Daan Mogot Raya Km 16 ,DKI JAKARTA,JAKARTA BARAT,-6.150667,106.714085,ATM (Tarik Tunai),ATM
Jakarta Selatan - Indofood Tower,Jl. Jend. Sudirman Kav. 76-78,DKI JAKARTA,JAKARTA SELATAN,-6.2083988,106.8225431,ATM (Tarik Tunai),ATM
Jakarta Selatan - Indomaret Asem Baris (F107),Jl. Asem Baris Raya No. 1,DKI JAKARTA,JAKARTA SELATAN,-6.238914,106.860292,ATM (Tarik Tunai),ATM
Jakarta Barat - Indomaret Basmol II,Jl. Raya Basmol No.57 Kembangan Utara,DKI JAKARTA,JAKARTA BARAT,-6.1616,106.7518,ATM (Tarik Tunai),ATM
Jakarta Utara - Indomaret Ceriamart Budimulya,Jl. Budi Mulya Raya RT.13 RW.10 Pademangan Barat,DKI JAKARTA,JAKARTA UTARA,-6.133499,106.839158,ATM (Tarik Tunai),ATM
Jakarta Timur - Indomaret D Mansion A8 (TR7J),"Jakarta Est 7 12, RT.7/RW.12",DKI JAKARTA,JAKARTA TIMUR,-6.201506,106.925337,ATM (Tarik Tunai),ATM
Jakarta Barat - Indomaret Daan Mogot Estate (T3NA),Komplek Daan Mogot Estate Blok BA No 01,DKI JAKARTA,JAKARTA BARAT,-6.151197,106.740394,ATM (Tarik Tunai),ATM
Jakarta Utara - Indomaret Danau Indah 18 (TREH),Jl. Danau Indah Raya Blok A1 Kav. No. 18,DKI JAKARTA,JAKARTA UTARA,-6.150032,106.881554,ATM (Tarik Tunai),ATM
Jakarta Selatan - Indomaret Delman Utama (F763),Jl. Delman Utama - Tanah Kusir,DKI JAKARTA,JAKARTA SELATAN,-6.24807,106.772794,ATM (Tarik Tunai),ATM
Jakarta Selatan - Indomaret H.Saikin Ciputat (T8E8),Jl. Ciputat Raya No.06 RT.08 RW.08 Pasar Jumat,DKI JAKARTA,JAKARTA SELATAN,-6.285072,106.771354,ATM (Tarik Tunai),ATM
Jakarta Barat - Indomaret Haji Lebar (TI3S),Jl. Kavling Meruya Blok 35 No 2 Meruya Utara,DKI JAKARTA,JAKARTA BARAT,-6.199406,106.732556,ATM (Tarik Tunai),ATM
Jakarta Utara - Indomaret Hidup Baru 17 (TBPW),Jl. Hidup Baru 3 Blok e No.7-8 Pademangan,DKI JAKARTA,JAKARTA UTARA,-6.139033,106.834177,ATM (Tarik Tunai),ATM
Jakarta Timur - Indomaret Hybrid Cipinang Jaya (TF3V),Jl. Cipinang Jaya Raya No. 71,DKI JAKARTA,JAKARTA TIMUR,-6.220701825,106.8861827,ATM (Tarik Tunai),ATM
Jakarta Selatan - Indomaret Kampung Melayu Besar (TK05),Jl. Kampung Melayu Besar No.29 RT.10 RW.02,DKI JAKARTA,JAKARTA SELATAN,-6.225273,106.862815,ATM (Tarik Tunai),ATM
Jakarta Selatan - Indomaret Karang Tengah,"Jl. Karang Tengah Raya, RT.6/RW.3",DKI JAKARTA,JAKARTA SELATAN,-6.314735,106.781914,ATM (Tarik Tunai),ATM
Jakarta Selatan - Indomaret Karbela (TS96),"Jl. Flamboyan No. 1 Rt 009/03 Persil No 377 Blok S, Karet, Setia Budi",DKI JAKARTA,JAKARTA SELATAN,-6.215808,106.82311,ATM (Tarik Tunai),ATM
Jakarta Barat - Indomaret Kembangan 1 (T50B),"Jl. Raya Kembangan, RT.1/RW.2 Puri Indah",DKI JAKARTA,JAKARTA BARAT,-6.185417,106.732,ATM (Tarik Tunai),ATM
Jakarta Timur - Indomaret Komarudin Raya (FL03),"Jl. Komarudin No 13, RT. 03 / 06 Pulo Gebang",DKI JAKARTA,JAKARTA TIMUR,-6.2069676,106.9427098,ATM (Tarik Tunai),ATM
Jakarta Barat - Indomaret Kosambi 1 (F192),Jl. Taman Kosambi Barat Blok C.14 No.21-22 RT.008 RW.10 Duri Kosambi,DKI JAKARTA,JAKARTA BARAT,-6.173599,106.714598,ATM (Tarik Tunai),ATM
Jakarta Utara - Indomaret Kramat Jaya 24 (TEHG),Jl. Kramat Jaya Blok. F No. 24 & 24 A Rt. 006/ 07,DKI JAKARTA,JAKARTA UTARA,-6.117403,106.91706,ATM (Tarik Tunai),ATM
Jakarta Pusat - Indomaret Kramat Sentiong (F126),Jl. Kramat Sentiong No.2,DKI JAKARTA,JAKARTA PUSAT,-6.1880085,106.8471808,ATM (Tarik Tunai),ATM
Jakarta Selatan - Indomaret Lebak Indah (FIGA),Jl. Lebak Indah Blok G No. 5 Rt 10 Rw 07,DKI JAKARTA,JAKARTA SELATAN,-6.292451,106.775157,ATM (Tarik Tunai),ATM
Jakarta Selatan - Indomaret Menteng Wadas 2 (T15Q),Jl. Menteng Wadas Timur Gang Xi No:01,DKI JAKARTA,JAKARTA SELATAN,-6.2116577,106.8424125,ATM (Tarik Tunai),ATM
Jakarta Timur - Indomaret Metland Menteng,"Jl. Menteng Niaga No.16, RW.2",DKI JAKARTA,JAKARTA TIMUR,-6.183475,106.966612,ATM (Tarik Tunai),ATM
Jakarta Utara - Indomaret Muara Baru Raya (FRE4),Jl. Muara Baru Raya Penjaringan,DKI JAKARTA,JAKARTA UTARA,-6.124875,106.803924,ATM (Tarik Tunai),ATM
Jakarta Selatan - Indomaret Nangka (FEKF),Jl. Nangka Raya RT.08 RW.05 Tanjung Barat,DKI JAKARTA,JAKARTA SELATAN,-6.304545,106.843713,ATM (Tarik Tunai),ATM
Jakarta Selatan - Indomaret Nangka Tanjung Barat (FB5N),Jl. Nangka No 26 RT.06 RW. 05,DKI JAKARTA,JAKARTA SELATAN,-6.302957037,106.8475469,ATM (Tarik Tunai),ATM
Jakarta Utara - Indomaret Pademangan 16 (T67K),"Jalan Pademangan II, RT 14 / RW 03, Pademangan Timur",DKI JAKARTA,JAKARTA UTARA,-6.139307,106.844401,ATM (Tarik Tunai),ATM
Jakarta Selatan - Indomaret Pahlawan Raya (TBW4),Jl. Veteran Rempoa Raya,DKI JAKARTA,JAKARTA SELATAN,-6.278614,106.762173,ATM (Tarik Tunai),ATM
Jakarta Barat - Indomaret Panjang Raya 5A (T0VW),Jl. Raya Panjang Raya No 5A,DKI JAKARTA,JAKARTA BARAT,-6.195229014,106.7686115,ATM (Tarik Tunai),ATM
Jakarta Barat - Indomaret Plus Ekonomis Dr Susilo III (TJIN),Jl. Dr. Susilo III NO.8 Rt 004/05 Grogol,DKI JAKARTA,JAKARTA BARAT,-6.165321,106.791394,ATM (Tarik Tunai),ATM
Jakarta Pusat - Indomaret Plus Hotwizer (TM66),"Jl. Howitzer Raya, Rt.10/Rw.2, Sumur Batu",DKI JAKARTA,JAKARTA PUSAT,-6.162197,106.867711,ATM (Tarik Tunai),ATM
Jakarta Barat - Indomaret Plus Kamboja (T959),Jl. Kamboja Raya No. 29. Jati Pulo Palmerah,DKI JAKARTA,JAKARTA BARAT,-6.17852455,106.802399,ATM (Tarik Tunai),ATM
Jakarta Selatan - Indomaret Pondok Indah (F233),"Jl. Bukit Hijau I No.15, RT.1/RW.13 Pondok Indah",DKI JAKARTA,JAKARTA SELATAN,-6.277456,106.776483,ATM (Tarik Tunai),ATM
Jakarta Timur - Indomaret Radjiman 48-49 (T77W),Jl. Radjiman Rt.08/10 Jatinegara Kaum,DKI JAKARTA,JAKARTA TIMUR,-6.197146662,106.9219758,ATM (Tarik Tunai),ATM
Jakarta Barat - Indomaret Rawa Buaya (F9MA),Jl. Raya Buaya No. 1 Rt. 09/01,DKI JAKARTA,JAKARTA BARAT,-6.15777,106.731062,ATM (Tarik Tunai),ATM
Jakarta Timur - Indomaret Raya Bekasi 2 (TK06),Jl. Raya Bekasi KM.17,DKI JAKARTA,JAKARTA TIMUR,-6.2022125,106.9046492,ATM (Tarik Tunai),ATM
Jakarta Barat - Indomaret Ruko Malibu (TGGF),Jl. Perumahan City Resort Ruko Malibu Cengkareng,DKI JAKARTA,JAKARTA BARAT,-6.136441,106.734316,ATM (Tarik Tunai),ATM
Jakarta Barat - Indomaret Semanan Raya 2 (TEU9),Jl. Semanan Raya Rt.002/06,DKI JAKARTA,JAKARTA BARAT,-6.161931,106.705033,ATM (Tarik Tunai),ATM
Jakarta Timur - Indomaret Sunan Sedayu 11 a (TGTY),Jl. Sunan Sedayu no. 11a blok b kav no. 35 Jati Pulo Gadung,DKI JAKARTA,JAKARTA TIMUR,-6.197067,106.892605,ATM (Tarik Tunai),ATM
Jakarta Utara - Indomaret Sunter Icon,"Komplek Ruko Sunter ICON Blok I 18-19, Sunter",DKI JAKARTA,JAKARTA UTARA,-6.135133234,106.8546784,ATM (Tarik Tunai),ATM
Jakarta Timur - Indomaret Swadaya Duren Sawit (FC13),"Jl. Swadaya Raya Rawa Domba No.5,RT.004/007",DKI JAKARTA,JAKARTA TIMUR,-6.241765,106.917852,ATM (Tarik Tunai),ATM
Jakarta Barat - Indomaret Taman Kota B,Jl. Taman Kota B4 NO 32 RT 012 RW 005,DKI JAKARTA,JAKARTA BARAT,-6.1603421,106.755252,ATM (Tarik Tunai),ATM
Jakarta Utara - Indomaret Taman Permata Indah 2 (FU4D),"Jl. Permata No.12, RT.4/RW.7 Pejagalan",DKI JAKARTA,JAKARTA UTARA,-6.143429,106.781934,ATM (Tarik Tunai),ATM
Jakarta Barat - Indomaret Tanah Sereal 2 (TM8Y),Jl. Tanah Sereal Raya No.22 Kali Cagaktanah Sereal,DKI JAKARTA,JAKARTA BARAT,-6.1566049,106.8108179,ATM (Tarik Tunai),ATM
Jakarta Selatan - Indomaret Tanjung Barat Raya (T17V),"Jl. Raya Lenteng Agung No.34-39, RT.3/RW.1",DKI JAKARTA,JAKARTA SELATAN,-6.307859,106.838521,ATM (Tarik Tunai),ATM
Jakarta Selatan - Indomaret Warung Jati (T8ND),"Jl. Kalibata Tengah XVI No.1, RT.4/RW.9 ",DKI JAKARTA,JAKARTA SELATAN,-6.262859,106.830683,ATM (Tarik Tunai),ATM
Jakarta Pusat - ITC Cempaka Mas,Jl. Let. Jend. Suprapto,DKI JAKARTA,JAKARTA PUSAT,-6.164881,106.877745,ATM (Tarik Tunai),ATM
Jakarta Selatan - ITC Kuningan,"Jl. Dr. Satrio, Kuningan",DKI JAKARTA,JAKARTA SELATAN,-6.223508,106.826182,ATM (Tarik Tunai),ATM
Jakarta Selatan - ITC Permata Hijau,Jl. Letjen Soepeno,DKI JAKARTA,JAKARTA SELATAN,-6.220895,106.783547,ATM (Tarik Tunai),ATM
Jakarta Barat - ITC Roxy Mas,Jl. Hasyim Ashari Blok Plaza (Roxy Mas),DKI JAKARTA,JAKARTA BARAT,-6.166828,106.802922,ATM (Tarik Tunai),ATM
Jakarta Barat - Jameson's Meruya,"Jl. Meruya Ilir Raya, Komplek Taman Kebon Jeruk A II/1",DKI JAKARTA,JAKARTA BARAT,-6.198005,106.745895,ATM (Tarik Tunai),ATM
Jakarta Utara - JICT Tanjung Priok,Jl. Yos Sudarso,DKI JAKARTA,JAKARTA UTARA,-6.1064912,106.8937613,ATM (Tarik Tunai),ATM
Jakarta Utara - JITC Mangga Dua,Jl. Mangga Dua,DKI JAKARTA,JAKARTA UTARA,-6.13584,106.82439,ATM (Tarik Tunai),ATM
Jakarta Selatan - Kalibata City Square,Jl. Kalibata Raya No.1,DKI JAKARTA,JAKARTA SELATAN,-6.256303,106.853195,ATM (Tarik Tunai),ATM
Jakarta Selatan - Kalibata City Tower F,Jl. Raya Kalibata No.1,DKI JAKARTA,JAKARTA SELATAN,-6.256462,106.852546,ATM (Tarik Tunai),ATM
Jakarta Selatan - Kalibata Mall,Jl. Raya Kalibata,DKI JAKARTA,JAKARTA SELATAN,-6.256954,106.855794,ATM (Tarik Tunai),ATM
Jakarta Selatan - Kedutaan Besar Australia,"Jl. Patra Kuningan Raya Kav. 1-4, RT.6/RW.4 Kuningan Timur",DKI JAKARTA,JAKARTA SELATAN,-6.232135,106.834338,ATM (Tarik Tunai),ATM
Jakarta Timur - Komplek Ruko Buaran Regency,"Perum Buaran Regency Blok F/7, Duren Sawit",DKI JAKARTA,JAKARTA TIMUR,-6.230843,106.923814,ATM (Tarik Tunai),ATM
Jakarta Barat - Kondominium Taman Anggrek,Jl. S. Parman kav 21,DKI JAKARTA,JAKARTA BARAT,-6.1783,106.7926,ATM (Tarik Tunai),ATM
Jakarta Selatan - Kuningan City,"Jl. Prof. DR. Satrio No.Kav 18, RT.14/RW.4, Karet Kuningan",DKI JAKARTA,JAKARTA SELATAN,-6.224804,106.829322,ATM (Tarik Tunai),ATM
Jakarta Pusat - Lawson Percetakan Negara,Jl. Percetakan Negara No. 76,DKI JAKARTA,JAKARTA PUSAT,-6.190203,106.858487,ATM (Tarik Tunai),ATM
Jakarta Selatan - Lippo Mall Kemang,Jl. P Antasari,DKI JAKARTA,JAKARTA SELATAN,-6.2604142,106.8125447,ATM (Tarik Tunai),ATM
Jakarta Barat - Lippo Mall Puri LG Floor,"Jl. Puri Indah Boulevar Blok U1, Puri Indah",DKI JAKARTA,JAKARTA BARAT,-6.190603,106.738839,ATM (Tarik Tunai),ATM
Jakarta Utara - Lottemart Kelapa Gading,Jl. Raya Boulevard Barat Kelapa Gading ,DKI JAKARTA,JAKARTA UTARA,-6.1541518,106.8956985,ATM (Tarik Tunai),ATM
Jakarta Barat - LTC Glodok 2nd Floor,Jl. Hayam Wuruk No. 127,DKI JAKARTA,JAKARTA BARAT,-6.1457132,106.8175394,ATM (Tarik Tunai),ATM
Jakarta Timur - Mall @ Bassura,Jl. Basuki Rahmat No.1A,DKI JAKARTA,JAKARTA TIMUR,-6.225041,106.878812,ATM (Tarik Tunai),ATM
Jakarta Utara - Mall Artha Gading,Jl. Boulevar Artha Gading Selatan No. 1,DKI JAKARTA,JAKARTA UTARA,-6.144886,106.892463,ATM (Tarik Tunai),ATM
Jakarta Timur - Mall Cipinang Indah,Jl. Cipinang Indah Raya No.1,DKI JAKARTA,JAKARTA TIMUR,-6.238706,106.894269,ATM (Tarik Tunai),ATM
Jakarta Barat - Mall Ciputra Jakarta (Citraland),"Jl. Raya S Parman, Grogol",DKI JAKARTA,JAKARTA BARAT,-6.168006,106.78683,ATM (Tarik Tunai),ATM
Jakarta Utara - Mall Kelapa Gading II,Jl. Bulevar Kelapa Gading,DKI JAKARTA,JAKARTA UTARA,-6.157332616,106.9078086,ATM (Tarik Tunai),ATM
Jakarta Utara - Mall Kelapa Gading III,Jl. Bulevar Kelapa Gading,DKI JAKARTA,JAKARTA UTARA,-6.15647,106.908406,ATM (Tarik Tunai),ATM
Jakarta Utara - Mall Of Indonesia,Jl. Boulevard Barat Raya No.1,DKI JAKARTA,JAKARTA UTARA,-6.1518,106.8916,ATM (Tarik Tunai),ATM
Jakarta Barat - Mall Taman Palem,Jl. Kamal Raya Outer Ring Road,DKI JAKARTA,JAKARTA BARAT,-6.139445,106.730749,ATM (Tarik Tunai),ATM
Jakarta Utara - Mangga Dua (Ps.Pagi),Jl. Arteri Mangga Dua Raya,DKI JAKARTA,JAKARTA UTARA,-6.136032,106.82279,ATM (Tarik Tunai),ATM
Jakarta Utara - Mangga Dua Square,Jl. Gunung Sahari Raya No. 1,DKI JAKARTA,JAKARTA UTARA,-6.1388825,106.8315396,ATM (Tarik Tunai),ATM
Jakarta Selatan - Mayapada Tower II,Jl. Jend. Sudirman No.Kav. 27,DKI JAKARTA,JAKARTA SELATAN,-6.213265462,106.8202269,ATM (Tarik Tunai),ATM
